"Inspectorblue","Inspectorbrown","Inspectorgreen","Inspectororange","Inspectorpurple","Inspectoryellow","pastSerious","pastCritical","timeSinceLast","ageAtInspection","consumption_on_premises_incidental_activity","tobacco_retail_over_counter","temperatureMax","heat_burglary","heat_sanitation","heat_garbage"
0,0,0,1,0,0,0,0,2,1,0,0,47.6366666666667,5.86867047123456,13.7203250983189,5.89791667108426
0,0,0,1,0,0,0,0,2,1,0,0,47.6366666666667,17.549904099949,4.78258776537134,17.3730575347766
0,0,0,1,0,0,0,0,2,1,1,0,43.6633333333333,1.1704740104885,3.05418157190691,1.14346392651926
0,0,0,1,0,0,0,0,2,1,1,0,43.6633333333333,1.1704740104885,3.05418157190691,1.14346392651926
0,0,0,1,0,0,0,0,2,1,1,0,43.6633333333333,1.1704740104885,3.05418157190691,1.14346392651926
0,0,0,1,0,0,0,0,2,1,0,0,43.6633333333333,1.28726723481584,1.69149920078001,1.38353620375794
0,0,0,1,0,0,0,0,2,1,0,0,43.6633333333333,1.55050027418132,2.20787003977751,1.67656970114206
0,0,0,1,0,0,0,0,0.0465753424657534,0,0,0,37.67,10.6144532337516,22.2942137903975,9.15320103333548
0,0,0,1,0,0,0,0,2,1,0,0,35.8666666666667,11.8282247884062,1.22549547308717,11.6548658218912
0,0,0,1,0,0,0,0,2,1,1,0,44.6166666666667,14.080704984334,5.6582902281937,13.881328326668
0,0,0,1,0,0,0,0,2,0,0,0,44.6166666666667,1.8304909763837,4.20967192799561,6.77512586056845
0,0,0,1,0,0,0,0,2,1,0,0,48.56,1.22923944354142,2.34889711104819,1.33310311578387
0,0,0,1,0,0,0,0,2,1,1,0,48.56,1.22923944354142,2.34889711104819,1.33310311578387
0,0,0,1,0,0,0,0,2,1,1,0,48.56,1.22923944354142,2.34889711104819,1.33310311578387
0,0,0,1,0,0,0,0,2,1,1,0,48.56,1.22923944354142,2.34889711104819,1.33310311578387
0,0,0,1,0,0,0,0,2,1,0,0,37.68,11.1265236716798,15.1867303791449,3.74493467214093
0,0,0,1,0,0,0,0,2,1,0,0,43.2266666666667,9.81665793491224,4.65900697628363,4.37227886396138
0,0,0,1,0,0,0,0,2,1,0,0,43.92,35.7615610978661,36.9087545829943,33.3179290513311
0,0,0,1,0,0,0,0,2,1,0,0,43.6533333333333,0.785313166911925,2.35610640169586,1.38269611125847
0,0,0,1,0,0,0,0,2,1,0,0,43.6533333333333,2.82838652995817,9.29148289237785,2.2804158705159
0,0,0,1,0,0,0,0,2,1,0,1,43.6533333333333,1.39185168644498,1.19939668751897,2.15676814536065
0,0,0,1,0,0,0,0,2,1,0,1,43.6533333333333,1.39185168644498,1.19939668751897,2.15676814536065
0,0,0,1,0,0,0,0,2,1,0,1,43.6533333333333,1.39185168644498,1.19939668751897,2.15676814536065
0,0,0,1,0,0,0,0,2,0,0,0,44.0133333333333,3.97349974739919,0.42995426655801,10.6250987456335
0,0,0,1,0,0,0,0,0.356164383561644,1,0,0,42.0333333333333,58.7510684260198,19.373788892501,27.4537750308726
0,0,0,1,0,0,0,0,2,0,0,0,48.3166666666667,17.4647239598943,42.4732267496326,13.900575351502
0,0,0,1,0,0,0,0,2,0,0,0,48.3166666666667,38.8156874397375,43.819433792589,21.903444711418
1,0,0,0,0,0,0,0,2,0,0,0,72.5,19.800541837133,45.5975597779766,10.8070675641614
1,0,0,0,0,0,0,0,2,1,1,0,72.5,20.9629434553602,65.3363427975778,14.2028549933455
1,0,0,0,0,0,0,0,2,1,1,0,66.4766666666667,28.947573043732,44.3472210377434,13.1372667993333
1,0,0,0,0,0,0,0,2,0,0,0,66.81,22.7019809499913,55.2731657334563,11.713150892142
1,0,0,0,0,0,0,0,2,0,0,0,74.16,23.6445853197751,21.58419783682,8.78670638647892
1,0,0,0,0,0,0,0,2,1,0,0,74.16,23.5571201314802,21.1421125787824,8.64123278490027
1,0,0,0,0,0,0,0,2,1,0,0,64.4766666666667,20.809745412476,13.8285551235461,10.6613472017244
1,0,0,0,0,0,0,0,2,0,0,0,68.5033333333333,37.5893457602659,46.5837288862605,8.23339236470387
1,0,0,0,0,0,0,0,2,1,0,0,60.8866666666667,24.2504145125608,29.3623985693974,22.9668652229979
1,0,0,0,0,0,0,0,2,1,0,0,61.8333333333333,13.3500398285542,10.4766417445931,2.53653045934308
1,0,0,0,0,0,0,0,2,1,0,0,61.8333333333333,21.4228356247969,21.7069905730394,9.76148133261353
1,0,0,0,0,0,0,0,2,1,1,0,61.5866666666667,22.2074865532632,21.7988003828796,9.0462301979821
1,0,0,0,0,0,0,0,2,1,0,0,61.5866666666667,19.4611560977863,54.9740462145591,11.5050624928407
1,0,0,0,0,0,0,0,2,1,0,0,60.7166666666667,30.5107068114828,40.681774322681,11.2077683163136
1,0,0,0,0,0,0,0,2,1,0,0,59.8666666666667,25.5106288604961,70,15.7499338891759
1,0,0,0,0,0,0,0,2,1,0,0,59.8666666666667,24.9796615631619,69.7108640814007,15.3868793679438
1,0,0,0,0,0,0,0,2,0,0,0,69.1766666666667,20.4817013473348,49.8720669479793,8.86121080893447
1,0,0,0,0,0,0,0,2,1,1,0,73.1666666666667,19.9154149519197,52.2130302520062,7.71693292135179
1,0,0,0,0,0,0,0,2,0,0,0,73.1666666666667,20.35031120211,48.3901198695048,5.74131218654051
1,0,0,0,0,0,0,0,2,1,0,0,59.9666666666667,20.867379537035,54.9646312156442,5.73109367735506
1,0,0,0,0,0,0,0,2,0,1,0,49.2533333333333,23.845241145396,17.3409492938075,6.7790033469589
1,0,0,0,0,0,0,0,2,1,0,0,49.2533333333333,26.0591701269189,17.4199388308666,7.78790881514213
1,0,0,0,0,0,0,0,2,0,0,0,62.49,18.8182930023539,33.230202888051,3.30765795354219
1,0,0,0,0,0,0,0,2,1,0,0,68.6066666666667,15.2111912021804,31.6573538899391,11.9137371199702
1,0,0,0,0,0,0,0,2,1,0,1,59.1333333333333,20.8154973224139,33.2449654547444,6.30210002290733
1,0,0,0,0,0,0,0,2,0,0,1,55.4566666666667,24.0029493387613,15.2241205639047,15.1137053807578
1,0,0,0,0,0,0,0,2,1,0,1,55.4566666666667,16.0645718747486,46.1305872115105,9.01176616452625
1,0,0,0,0,0,0,0,2,1,0,0,59.05,16.6861590743842,30.355393083335,3.51351768400942
1,0,0,0,0,0,0,0,2,1,0,0,61.8433333333333,23.6160899436509,36.7300097875729,21.3087837357072
1,0,0,0,0,0,0,0,2,0,0,0,56.16,27.0479862816924,28.4078357623598,8.53432770264244
1,0,0,0,0,0,0,0,2,1,1,0,49.93,0.0400801534875478,0.223037157226855,0.261586380368807
1,0,0,0,0,0,0,0,2,1,0,0,50.6,25.8726329863172,13.9894066225702,13.7469045705543
1,0,0,0,0,0,0,0,2,1,0,0,55.2033333333333,25.4897870495101,45.093918598739,15.0046375859767
1,0,0,0,0,0,0,0,2,1,0,0,48.2366666666667,1.65729984149948,8.72959327330999,15.179582443709
1,0,0,0,0,0,0,0,2,1,0,0,37.67,15.5076072344994,50.3809160744403,11.7932633045961
1,0,0,0,0,0,0,0,2,1,0,0,37.95,20.6808819355365,18.6057183414214,9.74992720718026
1,0,0,0,0,0,0,0,2,1,0,0,34.1533333333333,7.95050410718147,10.4911481138731,1.17361454334895
1,0,0,0,0,0,0,0,2,1,0,0,34.1533333333333,17.2012749301615,27.0293794115437,8.16601824095333
1,0,0,0,0,0,0,0,2,0,0,0,46.7166666666667,9.94261229588402,49.5149017047418,10.3084783655183
1,0,0,0,0,0,0,0,2,0,1,0,46.7166666666667,9.64218265582179,50.6474503539384,10.0850708015231
1,0,0,0,0,0,0,0,2,1,1,0,46.7166666666667,10.104365219645,48.7512719723408,10.4430516621281
1,0,0,0,0,0,0,0,2,1,1,0,36.3133333333333,27.969387562494,16.2871329348478,16.1807276370864
1,0,0,0,0,0,0,0,2,1,0,0,31.5333333333333,23.5477492898308,10.392831175905,6.14101189836408
1,0,0,0,0,0,0,0,2,1,1,0,31.5333333333333,24.0633782234666,39.424359385286,8.1133866752144
1,0,0,0,0,0,0,0,2,0,1,0,31.5333333333333,48.6325020256533,12.9794508732426,10.7444836076533
1,0,0,0,0,0,0,0,2,1,1,0,39.2233333333333,48.2272922576109,13.0921208409464,10.8291299797897
1,0,0,0,0,0,0,0,2,1,0,0,38.8266666666667,37.2739077722935,26.2841614385055,10.3751716245272
1,0,0,0,0,0,0,0,2,0,0,0,38.2533333333333,26.5726953829494,70,6.77486950037463
1,0,0,0,0,0,0,0,2,1,0,0,42.0333333333333,28.1287056786327,38.8956773205116,4.02959579785621
1,0,0,0,0,0,0,0,2,1,1,0,42.0333333333333,17.0352301450476,13.625651348328,8.16226123914198
1,0,0,0,0,0,0,0,2,1,1,0,52.1333333333333,27.9372314057786,14.5196698114822,3.25946233911205
1,0,0,0,0,0,0,0,2,1,0,0,48.3166666666667,53.229744674382,6.42294305595022,8.41582797546913
1,0,0,0,0,0,0,0,2,1,0,0,33.86,26.937236309561,8.3581745615717,2.74345089136027
1,0,0,0,0,0,0,0,2,0,0,0,34.5866666666667,18.7934153348727,62.4080840656763,2.59004650080473
1,0,0,0,0,0,0,0,2,1,1,0,39.75,30.7626294664008,21.8963322171694,4.26671447323601
0,0,0,0,1,0,0,0,2,1,0,0,66.4766666666667,32.0287703274257,36.432436591892,27.403801637619
0,0,0,0,1,0,0,0,2,0,1,0,64.4766666666667,20.9320054170413,14.3230989360108,10.4272209049823
0,0,0,0,1,0,0,0,2,1,0,1,60.8866666666667,15.5024089483993,3.52682462769191,9.41027224545896
0,0,0,0,1,0,0,0,2,1,0,0,60.7166666666667,16.695778650011,40.4289430416302,15.1547018601358
0,0,0,0,1,0,0,0,2,1,1,0,76.4366666666667,28.5327823742593,49.5266012726469,18.5208831896936
0,0,0,0,1,0,0,0,2,1,0,1,59.1333333333333,27.3539373706935,30.8108259599736,3.10443560196833
0,0,0,0,1,0,0,0,2,1,0,0,59.2533333333333,21.6960132437208,43.1738846990873,15.7954434849194
0,0,0,0,1,0,0,0,2,1,0,0,55.79,16.3845268120072,36.5215465515515,15.3580173356688
0,0,0,0,1,0,0,0,2,1,0,0,46.7166666666667,42.7133863792947,41.1830557850968,5.6272507933417
0,0,0,0,1,0,0,0,2,1,0,0,44.0133333333333,17.9702191910691,12.9790461206957,15.659546283676
0,0,0,0,1,0,0,0,2,1,0,0,39.7133333333333,13.5728637940925,23.3196543280269,50
0,0,0,0,1,0,0,0,2,0,0,0,39.7133333333333,44.5278325292862,2.10473689494508,9.43101562563902
0,0,0,0,1,0,0,0,2,1,0,0,30.9066666666667,3.05672912930645,21.1589454169703,2.50506216801001
0,0,0,0,1,0,0,0,2,0,0,0,30.9066666666667,12.711248402678,31.8892482132503,12.3492211546747
0,0,0,0,1,0,0,0,2,1,0,0,31.5333333333333,13.2521121557419,17.6756409539434,10.9595607807995
0,0,0,0,1,0,0,0,2,0,0,0,31.5333333333333,51.5989561991315,52.8003699069744,12.5896338547785
0,0,0,0,1,0,0,0,2,1,0,0,39.2233333333333,51.8217272397587,46.6819812708303,16.1028983102963
0,0,0,0,1,0,0,0,2,1,0,0,35.7966666666667,8.97192839177517,17.931155682755,6.78472125853075
0,0,0,0,1,0,0,0,2,1,0,0,38.2533333333333,32.9835247017902,22.4637035392545,7.85955230532617
0,0,0,0,1,0,0,0,2,0,0,0,38.3333333333333,24.2063513628475,49.5684897698048,16.4912799523283
0,0,0,0,1,0,0,0,2,1,0,0,38.3333333333333,51.5902109434945,39.0283994149035,10.0555693923962
0,0,0,0,1,0,0,0,2,1,0,0,35.7266666666667,33.168223674459,1.96701096726873,11.4293567166541
0,0,0,0,1,0,0,0,2,1,0,0,35.7266666666667,48.5351520599656,62.6841944224915,3.58499100015044
0,0,0,0,1,0,0,0,2,1,0,0,35.7266666666667,48.7528179095899,62.2919139976893,3.58757494556079
1,0,0,0,0,0,0,0,2,1,0,0,72.5,3.50024920340562,12.2182008355277,17.3338332078091
1,0,0,0,0,0,0,0,2,0,0,0,74.16,27.2263645118295,25.6505080835165,16.9235088696265
1,0,0,0,0,0,0,0,2,1,0,0,74.16,28.6972989468175,25.8005892926403,16.6220802385451
1,0,0,0,0,0,0,0,2,1,0,0,74.16,21.5015996724622,26.4307700998184,5.59919871651365
1,0,0,0,0,0,0,0,2,1,0,1,79.2166666666667,32.4448668127656,25.4115027851402,14.0621098960433
1,0,0,0,0,0,0,0,2,1,0,0,79.47,11.4381400901556,25.533518497654,10.7013984534002
1,0,0,0,0,0,0,0,2,0,0,1,64.4766666666667,27.0711481169425,46.3087284676521,6.66327400770852
1,0,0,0,0,0,0,0,2,1,0,0,68.5033333333333,33.2201028805907,24.3889917508295,16.8710573634021
1,0,0,0,0,0,0,0,2,1,0,0,64.39,12.2670395660735,31.467106199607,17.9131976374009
1,0,0,0,0,0,0,0,2,1,0,0,69.1766666666667,15.7140418488163,30.2984917100409,20.3835216473766
1,0,0,0,0,0,0,0,2,0,0,0,52.73,14.3470883698972,23.1769674895449,7.54767848086156
1,0,0,0,0,0,0,0,2,1,0,0,49.2533333333333,11.6569605514729,23.5939667766055,11.6967271311534
1,0,0,0,0,0,0,0,2,1,0,0,68.6066666666667,24.1639748967305,15.5520707714543,14.7156085729275
1,0,0,0,0,0,0,0,2,1,0,0,64.8633333333333,32.7192262239363,20.5144976187509,19.1729830801905
1,0,0,0,0,0,0,0,2,1,0,0,64.8633333333333,8.81841753511362,22.0165075712951,24.7861305999452
1,0,0,0,0,0,0,0,2,0,0,0,59.1333333333333,32.7418070763176,17.9300357139161,16.3513900533791
1,0,0,0,0,0,0,0,2,0,0,1,59.1333333333333,14.4945024056321,12.8995367354243,7.59735216653075
1,0,0,0,0,0,0,0,2,1,0,0,55.4566666666667,24.4363681134274,14.016431436475,10.4891501826109
1,0,0,0,0,0,0,0,2,0,0,0,59.05,9.77154257536206,29.6328058852243,12.8465111236199
1,0,0,0,0,0,0,0,2,0,0,0,59.2533333333333,39.9852360842364,44.077125466892,27.5828391963108
1,0,0,0,0,0,0,0,2,1,1,0,56.4633333333333,11.1481387213863,34.8737324593662,13.0502976568787
1,0,0,0,0,0,0,0,2,1,0,0,56.16,34.8954076963779,23.2722217599264,19.9094464667435
1,0,0,0,0,0,0,0,2,0,0,0,50.6,18.3657706853375,17.7839144636121,21.6884416402525
1,0,0,0,0,0,0,0,2,1,0,0,42.0866666666667,16.1585905849945,48.323673223408,20.6665376357807
1,0,0,0,0,0,0,0,2,0,0,0,44.0433333333333,12.8281607113074,22.407974111114,10.0161041189372
1,0,0,0,0,0,0,0,2,0,0,0,44.0433333333333,14.4939223048229,34.8653367539706,15.7542141341061
1,0,0,0,0,0,0,0,2,1,0,0,48.81,29.2925138473491,22.0892053151646,11.2038165851174
1,0,0,0,0,0,0,0,2,1,0,0,48.81,13.526029986822,33.802684731726,25.8406634616077
1,0,0,0,0,0,0,0,2,1,0,0,47.6366666666667,13.9240109408336,3.46728690516887,10.5694940790931
1,0,0,0,0,0,0,0,2,1,0,0,43.6633333333333,10.3306353662938,12.2872383017692,11.4099893539284
1,0,0,0,0,0,0,0,2,0,0,0,43.6633333333333,13.0522525637493,19.7623342949954,19.3755220800401
1,0,0,0,0,0,0,0,2,1,0,0,37.67,25.7635114074373,15.2483990324543,12.8761751669833
1,0,0,0,0,0,0,0,2,0,0,0,37.67,28.7838341465736,17.6403094743249,14.0378880854755
1,0,0,0,0,0,0,0,2,1,0,0,37.67,29.4110944148033,18.5995499401644,13.6267094770315
1,0,0,0,0,0,0,0,2,1,0,0,44.6166666666667,26.8227777571064,20.0141732593878,12.6607527463208
1,0,0,0,0,0,0,0,2,1,0,0,37.68,15.9065857127959,6.38297497990447,15.3349063526152
1,0,0,0,0,0,0,0,2,0,0,0,37.68,31.3125393729598,57.3731750579091,29.9152777511146
1,0,0,0,0,0,0,0,2,1,0,0,37.68,31.1289926662484,43.8356036999828,41.793449282994
1,0,0,0,0,0,0,0,2,0,0,0,43.2266666666667,21.2359296604608,7.54427220336734,12.4932397712129
1,0,0,0,0,0,0,0,2,0,0,0,42.0733333333333,26.8748175729702,18.1160542060952,13.10226954076
1,0,0,0,0,0,0,0,2,0,0,0,42.0733333333333,5.80692523853738,46.7761630625629,29.4266390965301
1,0,0,0,0,0,0,0,2,0,0,0,31.5333333333333,36.593669397426,17.3638414113355,21.4914984886665
1,0,0,0,0,0,0,0,2,1,1,0,31.5333333333333,36.346924703246,17.4047172772443,20.7575512209456
1,0,0,0,0,0,0,0,2,0,0,0,39.2233333333333,23.8681703720882,70,32.8471830708526
1,0,0,0,0,0,0,0,2,0,0,0,41.0633333333333,20.5577576067968,8.86100070152642,20.9776743384384
1,0,0,0,0,0,0,0,2,1,0,0,38.8266666666667,16.3074436810178,6.78432968134891,7.44439227155534
1,0,0,0,0,0,0,0,2,1,0,0,35.7966666666667,21.2070054117142,10.7589087145218,24.6470737559762
1,0,0,0,0,0,0,0,2,0,0,0,35.7966666666667,18.9175522706825,33.4116256896814,15.5704932322932
1,0,0,0,0,0,0,0,2,0,0,0,35.7966666666667,19.9761041767432,63.8642902255393,19.7540513643744
1,0,0,0,0,0,0,0,0.356164383561644,1,0,0,42.0333333333333,20.6454998585119,11.0934828321275,24.014438707413
1,0,0,0,0,0,0,0,2,0,0,0,42.0333333333333,23.3977657959838,11.0356968535347,21.2795605142206
1,0,0,0,0,0,0,0,2,0,0,0,49.7566666666667,20.717958015392,5.57569893247732,7.80153445551857
1,0,0,0,0,0,0,0,2,1,1,0,52.1333333333333,20.5382707351821,70,39.9953627427008
1,0,0,0,0,0,0,0,2,0,0,0,38.3333333333333,22.4652741164644,25.9697457673264,14.0987545976095
1,0,0,0,0,0,0,0,2,0,0,0,38.3333333333333,23.1069735221358,25.125794602553,13.8320140956309
1,0,0,0,0,0,0,0,2,1,1,0,36.5966666666667,16.1400040547273,3.48657319887574,11.0522813853377
1,0,0,0,0,0,0,0,2,1,0,0,35.7266666666667,25.8466434369007,18.5082101968956,34.7565349258233
0,0,0,1,0,0,0,0,2,1,0,0,87.0566666666667,1.5680925462448,19.2504368614654,26.0773458150722
0,0,0,1,0,0,0,0,2,1,0,0,87.0566666666667,5.79971018187851,9.14663760044407,16.8930882160432
0,0,0,1,0,0,0,0,2,1,0,0,87.0566666666667,12.1519190371194,22.6265294086553,11.7106648408218
0,0,0,1,0,0,0,0,2,1,0,0,64.7533333333333,11.6968554165495,5.53290770012749,12.8561394217697
